elevation_m,slope_deg,dist_to_river_m,drainage_density,impervious_surface_ratio,rainfall_1h_mm,flood_occurred
63.32,1.164,6303.74,1.598,0.7875,1.87,0
70.17,2.52,8079.7,1.625,0.2011,4.098,0
48.29,2.597,1836.59,0.612,0.6326,46.46,0
42.33,0.825,139.81,1.827,0.7319,74.891,1
71.91,2.378,8391.52,0.29,0.2492,5.087,0
60.98,2.493,5715.68,1.046,0.5494,35.878,0
61.45,2.115,5360.0,0.745,0.6332,9.678,0
56.88,0.923,3574.57,2.002,0.7217,12.057,0
59.15,2.01,5141.09,1.098,0.6141,4.541,0
60.24,0.5,5455.82,2.004,0.492,3.646,0
52.84,1.97,2849.98,2.061,0.4287,13.832,0
50.4,1.682,2491.52,0.417,0.2336,31.156,0
69.79,1.495,7525.82,0.454,0.8469,11.392,0
45.09,0.794,1018.49,1.866,0.2791,25.88,0
66.14,1.339,6873.84,0.486,0.5679,0.755,0
71.45,2.194,7942.37,0.578,0.2973,6.887,0
60.11,2.671,4877.93,2.044,0.3951,4.031,0
60.94,1.217,5510.74,0.506,0.3543,1.184,0
48.36,1.341,1645.29,1.943,0.1986,5.077,0
59.54,1.648,4539.88,0.487,0.8249,1.051,0
61.23,1.808,5852.01,0.54,0.803,8.327,0
47.36,0.47,1305.29,0.667,0.4168,14.889,0
66.34,0.784,6935.13,1.457,0.5445,1.382,0
60.82,2.568,5550.45,2.074,0.6014,5.975,0
58.57,1.975,5274.81,1.425,0.3916,79.578,0
56.35,2.591,3921.87,0.506,0.5255,8.037,0
46.11,2.715,1313.02,2.198,0.7674,8.262,0
42.4,2.294,275.87,0.488,0.472,22.324,0
58.45,2.384,4648.59,0.906,0.8093,9.841,0
55.84,2.107,3608.9,1.088,0.4219,8.134,0
50.39,0.735,2838.49,0.634,0.2837,3.896,0
69.18,1.914,7438.29,1.438,0.7802,14.302,0
63.37,0.755,6517.4,0.483,0.2261,19.012,0
52.12,2.366,2622.69,1.749,0.5865,0.94,0
48.07,1.199,1924.3,1.235,0.2762,10.533,0
62.53,1.204,5929.34,1.534,0.3413,24.666,0
59.59,2.233,4832.26,0.596,0.4379,11.38,0
68.88,0.539,7391.45,2.063,0.3714,48.661,0
60.13,1.958,5243.53,1.774,0.21,0.157,0
65.26,0.337,7342.89,1.905,0.3693,41.774,0
48.8,2.386,1805.26,0.926,0.7865,15.763,0
67.37,1.435,7057.34,1.607,0.3528,1.927,0
59.43,1.279,4819.86,1.265,0.5828,3.102,0
58.19,1.421,4739.5,2.167,0.633,42.116,0
70.7,1.357,8299.45,1.711,0.2449,8.632,0
52.92,0.643,3286.71,0.24,0.6317,30.663,0
69.07,2.524,7919.91,2.141,0.8126,15.057,0
68.0,2.768,7539.07,1.973,0.1982,2.609,0
50.64,2.782,2620.88,1.782,0.6182,58.663,0
52.2,2.05,2793.87,2.098,0.2082,16.62,0
68.36,1.286,6814.27,0.538,0.7459,3.838,0
50.84,1.553,2454.07,2.032,0.4927,42.525,0
43.95,1.367,536.89,1.066,0.1783,24.953,0
65.71,1.391,6482.03,0.36,0.5359,2.52,0
69.72,0.25,8317.29,0.961,0.7832,8.605,0
42.03,1.947,402.26,1.594,0.3849,29.255,0
67.71,1.09,7270.46,2.086,0.6534,14.469,0
55.52,0.893,4206.18,2.027,0.7931,1.595,0
61.34,0.495,5696.27,1.822,0.7144,2.038,0
45.84,1.171,725.08,0.508,0.711,27.163,0
67.94,2.298,7355.0,1.94,0.5822,3.058,0
60.77,2.466,5359.46,1.122,0.7614,27.763,0
46.81,0.719,988.99,1.692,0.2068,1.731,0
71.62,0.21,8091.69,1.783,0.3132,0.923,0
44.05,1.438,767.06,0.595,0.8416,16.741,0
49.15,0.949,1662.94,1.552,0.7555,1.138,0
48.53,0.714,1653.39,0.488,0.5294,64.831,0
62.96,2.027,5979.72,0.352,0.2809,6.979,0
72.41,1.74,8432.64,1.403,0.5047,6.049,0
56.34,2.344,3682.8,1.671,0.5214,19.148,0
70.79,0.368,8232.37,0.326,0.391,23.763,0
62.58,2.326,5306.7,0.36,0.6851,22.665,0
42.68,1.729,200.79,2.033,0.403,20.571,0
61.77,0.371,5796.84,0.725,0.7378,10.787,0
62.77,2.185,6334.42,0.827,0.8494,3.799,0
59.79,0.311,5032.72,0.906,0.4755,11.146,0
71.33,1.405,7856.95,1.998,0.4665,2.758,0
61.78,1.291,6404.64,0.249,0.2476,6.855,0
70.63,0.236,8414.0,1.783,0.6132,3.414,0
58.89,0.678,5080.67,0.39,0.4239,2.923,0
53.45,0.989,2933.45,2.11,0.5345,4.652,0
56.82,2.082,4186.89,1.066,0.8131,3.135,0
73.69,0.374,8240.44,0.847,0.4837,6.148,0
50.39,2.653,2075.28,1.807,0.4414,0.235,0
52.33,1.979,2687.26,1.058,0.2353,2.495,0
52.06,2.084,2467.94,1.814,0.7549,8.304,0
72.09,1.284,8251.62,0.619,0.3783,4.785,0
68.49,1.013,7423.74,2.031,0.8308,27.82,0
57.71,0.705,4761.96,0.454,0.3753,18.027,0
70.4,0.795,8257.54,1.386,0.3159,30.832,0
56.48,1.528,4204.14,0.391,0.6751,17.588,0
44.79,1.476,782.98,1.405,0.7736,57.179,1
48.19,2.257,2334.46,0.752,0.2502,33.883,0
44.73,0.841,595.78,1.466,0.3791,31.357,0
57.12,1.032,4153.45,2.171,0.5733,13.834,0
67.34,1.879,7022.75,2.115,0.5683,2.308,0
63.84,2.277,6260.73,0.765,0.7035,9.898,0
65.63,0.228,6976.13,0.722,0.2508,0.461,0
61.55,1.409,5573.73,2.02,0.2533,17.698,0
58.19,1.744,4764.22,1.717,0.2254,5.753,0
50.11,0.624,2417.98,0.457,0.8193,2.381,0
66.59,1.637,7389.0,0.938,0.3707,22.946,0
57.33,1.228,4721.07,0.853,0.7353,0.633,0
49.41,1.671,2476.43,1.337,0.7683,1.035,0
63.73,0.377,6125.07,0.503,0.5159,50.678,0
49.58,2.162,2074.11,2.145,0.3867,9.578,0
62.92,1.564,6407.15,1.484,0.4272,3.031,0
66.61,2.317,7011.91,1.097,0.2307,43.63,0
50.13,1.65,2290.34,0.305,0.74,4.6,0
45.32,0.769,456.12,0.665,0.2568,36.791,0
56.18,1.943,4304.9,0.239,0.6859,12.199,0
63.84,2.013,5724.99,1.3,0.1781,16.034,0
48.37,2.025,1854.23,1.363,0.4077,41.193,0
47.11,0.753,1479.11,1.272,0.7906,24.544,0
49.28,0.616,2463.9,0.603,0.5753,7.33,0
51.47,0.877,2847.29,0.438,0.3498,0.526,0
59.25,1.255,5168.29,0.57,0.1792,29.392,0
63.02,2.473,6339.63,0.6,0.5491,24.758,0
65.69,2.326,7096.61,0.922,0.1881,17.709,0
56.79,2.499,4861.51,0.705,0.5078,6.677,0
49.17,1.499,1917.96,1.64,0.654,11.021,0
54.82,2.16,3382.34,2.042,0.4861,16.347,0
64.31,0.402,6778.03,0.415,0.1502,0.571,0
41.37,0.229,520.24,0.748,0.15,10.6,0
64.3,1.157,6221.49,1.492,0.8297,24.376,0
53.18,0.928,3231.7,1.507,0.3582,0.641,0
46.71,2.624,1108.64,2.167,0.7902,2.308,0
62.1,2.676,5448.36,1.786,0.7662,48.4,0
48.95,1.384,1566.48,1.973,0.6364,5.742,0
44.27,1.664,289.5,0.327,0.6343,4.368,0
53.8,1.324,3439.33,1.131,0.2725,0.24,0
68.96,1.907,7638.23,2.119,0.7635,22.276,0
63.76,1.945,6138.52,2.126,0.2816,21.062,0
67.08,2.789,6906.97,0.288,0.5442,35.008,0
58.16,2.06,4795.13,1.685,0.3506,1.666,0
51.11,2.334,3185.3,1.289,0.4113,41.777,0
62.68,1.862,6200.07,1.014,0.5561,8.377,0
71.0,2.195,8361.51,0.495,0.6209,39.638,0
59.65,0.425,5775.97,0.706,0.2463,46.558,0
63.0,1.372,5521.9,1.278,0.6262,39.689,0
55.43,0.577,2985.01,0.883,0.5929,24.582,0
65.69,1.692,7249.22,2.154,0.7046,31.341,0
55.1,2.775,3429.34,1.288,0.5137,15.422,0
47.62,1.631,2239.62,2.085,0.6678,20.737,0
64.45,2.375,6716.88,0.947,0.8058,13.329,0
66.51,0.77,6982.63,0.902,0.4356,25.066,0
44.64,2.369,993.98,1.99,0.2818,0.011,0
64.66,1.512,6766.19,0.416,0.251,1.349,0
70.35,2.346,8080.93,1.284,0.2176,30.324,0
44.26,0.281,297.45,0.442,0.28,26.935,0
44.38,1.297,699.22,0.915,0.4321,21.541,0
54.12,1.208,2621.81,0.617,0.45,16.035,0
56.15,1.477,4118.89,0.263,0.3737,0.568,0
62.72,2.439,5985.3,0.968,0.5273,1.857,0
61.78,2.726,5884.17,1.181,0.1691,0.71,0
55.92,2.555,4194.57,1.15,0.5306,1.559,0
63.06,1.382,6183.94,1.698,0.319,74.433,0
40.71,1.006,388.47,1.754,0.7482,4.393,0
55.05,2.443,3549.1,1.762,0.8049,10.58,0
57.15,1.404,4317.41,1.594,0.4217,46.62,0
63.09,2.015,5591.1,1.182,0.7816,6.251,0
47.61,0.955,1467.07,0.863,0.2268,3.027,0
67.4,0.215,7133.95,1.751,0.7148,42.448,0
66.38,0.314,6588.69,0.565,0.388,20.681,0
67.38,2.022,7202.52,2.023,0.2211,2.698,0
65.41,2.661,6318.99,1.326,0.4567,8.222,0
64.35,2.004,5970.94,1.47,0.2244,11.552,0
50.74,1.649,2442.78,1.045,0.1956,5.488,0
69.48,2.59,8068.76,2.013,0.7629,2.322,0
48.06,1.683,1460.76,1.529,0.4623,101.895,1
53.29,2.254,3235.86,0.571,0.4393,14.764,0
49.62,0.583,2050.89,0.466,0.641,0.203,0
44.25,1.931,603.95,1.371,0.1562,38.223,0
45.81,2.594,1251.32,1.921,0.7109,3.763,0
55.76,1.208,4087.98,1.467,0.529,29.322,0
46.72,0.53,1327.34,1.22,0.7528,1.267,0
58.99,0.842,4412.43,1.707,0.7378,8.082,0
48.85,0.882,1992.87,0.319,0.4523,36.817,0
67.06,2.62,6657.31,0.982,0.5745,36.305,0
64.67,0.531,6388.31,1.43,0.7033,39.527,0
61.37,1.757,5526.74,0.775,0.6912,10.205,0
42.56,0.372,359.68,0.37,0.7742,2.832,0
60.39,1.408,5487.76,1.814,0.792,6.51,0
58.96,1.05,4596.44,0.816,0.8139,12.893,0
54.97,2.008,3343.19,2.047,0.5736,19.472,0
57.9,1.42,4921.5,0.382,0.4928,7.545,0
56.93,0.897,4442.78,0.743,0.3523,12.97,0
50.88,2.555,2729.63,2.014,0.5462,7.713,0
52.02,1.27,2673.32,0.728,0.4467,19.372,0
63.65,2.515,6553.84,0.479,0.6889,6.292,0
61.58,1.035,5871.67,1.796,0.5572,3.428,0
64.8,2.478,6186.58,1.477,0.294,28.087,0
67.47,1.492,7075.27,0.691,0.489,5.683,0
60.64,1.597,4872.79,0.493,0.5742,5.239,0
72.1,0.208,8218.72,0.578,0.8039,47.311,0
52.54,2.776,3919.99,1.367,0.344,15.085,0
49.41,2.752,1773.2,1.391,0.4835,8.806,0
46.26,0.671,1103.34,0.923,0.7109,1.009,0
67.0,0.898,7216.27,1.768,0.798,20.892,0
49.86,2.517,1821.1,1.333,0.1569,7.414,0
60.49,0.799,5344.62,1.437,0.5494,5.584,0
59.85,2.386,4741.97,0.503,0.5376,6.855,0
49.58,0.728,1946.93,1.433,0.8181,1.721,0
62.01,2.745,6319.83,0.739,0.4904,1.81,0
67.45,0.631,7201.21,0.547,0.3042,2.045,0
50.68,1.002,2105.67,1.359,0.5698,8.8,0
49.02,2.052,1892.46,1.085,0.6674,8.735,0
60.73,1.188,5266.44,1.283,0.3402,38.438,0
57.16,1.037,4228.77,1.198,0.5809,32.787,0
58.77,1.17,5195.05,1.607,0.5707,21.607,0
53.65,1.017,3272.38,1.01,0.3241,6.182,0
48.34,1.761,2039.52,1.139,0.167,49.274,0
49.1,2.28,2150.21,0.978,0.3916,8.633,0
55.54,2.083,4224.04,2.018,0.2126,5.297,0
46.33,1.444,2019.88,0.537,0.7476,18.642,0
63.01,2.306,5132.48,1.892,0.8354,8.162,0
66.97,0.44,6489.97,1.591,0.185,1.486,0
71.18,1.378,7928.88,0.786,0.751,5.876,0
69.42,1.553,7794.09,0.664,0.2146,0.964,0
62.62,2.239,5598.82,2.108,0.8091,3.483,0
60.84,0.814,4702.68,1.815,0.2868,22.439,0
43.42,0.464,666.01,1.835,0.2751,2.386,0
56.08,0.597,3985.31,2.064,0.322,0.158,0
65.58,2.193,7285.42,1.226,0.1645,12.64,0
44.27,0.605,577.54,0.465,0.7532,32.354,0
59.5,0.926,4920.46,0.692,0.2726,2.095,0
48.37,0.374,2185.0,0.955,0.1504,11.117,0
64.29,1.962,6810.24,0.99,0.529,9.312,0
60.58,1.12,4510.43,1.411,0.6528,24.906,0
63.77,1.561,6413.7,1.015,0.5022,12.467,0
66.45,1.156,6860.65,0.797,0.5731,9.571,0
54.97,1.171,3257.93,0.829,0.2891,0.291,0
54.72,2.45,3758.52,1.781,0.6745,18.849,0
50.71,0.836,2636.57,0.233,0.309,10.405,0
55.35,2.494,4188.92,1.127,0.4411,0.949,0
70.49,2.532,8060.89,2.045,0.3568,0.982,0
54.7,1.327,4006.75,1.396,0.3983,12.935,0
57.52,2.628,4107.71,1.937,0.4856,7.823,0
48.68,2.779,1725.23,0.492,0.6478,5.655,0
42.74,0.769,307.34,1.242,0.1669,9.298,0
64.2,0.941,6807.49,0.302,0.5119,2.369,0
55.65,1.468,3782.54,1.727,0.1753,27.198,0
63.36,2.717,6220.78,2.066,0.4145,19.451,0
55.1,2.079,3794.84,0.734,0.2495,44.371,0
44.19,0.309,882.79,0.806,0.8175,3.893,0
59.89,1.286,4882.08,1.852,0.2562,14.256,0
49.89,0.372,2243.24,1.918,0.3359,11.863,0
44.27,1.418,655.15,2.162,0.7974,12.244,0
42.21,1.804,771.74,2.159,0.7454,56.089,1
50.58,1.652,2267.9,1.978,0.7201,7.225,0
60.14,2.372,5685.51,1.38,0.6278,29.536,0
64.93,0.838,6637.69,1.83,0.4537,5.719,0
68.98,2.777,7995.5,0.303,0.5642,29.121,0
52.98,2.343,2264.2,1.31,0.7411,4.448,0
69.79,0.456,8131.89,1.284,0.4041,24.423,0
54.83,1.061,3622.05,0.362,0.2637,11.811,0
70.6,2.512,7898.64,1.071,0.7205,3.011,0
56.68,0.28,4074.66,2.075,0.2328,4.838,0
65.17,1.73,7484.49,1.011,0.7446,6.075,0
60.46,0.629,5228.81,0.518,0.379,8.513,0
46.65,0.222,796.18,1.281,0.4949,1.743,0
71.93,2.301,8248.51,1.496,0.8443,0.038,0
49.87,1.154,1591.61,1.571,0.7287,7.956,0
61.73,0.305,4904.78,1.986,0.3811,0.715,0
61.14,2.336,4996.05,0.584,0.269,8.923,0
71.44,0.48,8445.24,1.387,0.5808,13.441,0
66.71,1.776,7087.14,0.72,0.6004,21.668,0
45.61,1.777,907.41,1.578,0.1724,34.409,0
61.16,1.133,5686.07,1.218,0.3556,22.014,0
52.08,2.298,3469.19,0.67,0.8392,6.662,0
51.99,0.604,2843.52,0.359,0.5614,2.254,0
46.2,1.367,1004.47,0.499,0.2014,26.483,0
60.89,1.332,5876.9,0.445,0.601,51.432,0
57.67,1.728,4737.81,2.075,0.2968,11.538,0
43.78,0.372,384.22,0.263,0.7471,5.231,0
48.49,1.494,1667.12,1.517,0.4282,22.229,0
52.58,2.713,2818.07,1.045,0.3704,44.477,0
59.8,2.02,4859.18,0.215,0.6982,55.538,0
51.01,0.585,3592.73,1.968,0.318,16.671,0
70.78,2.559,8139.33,1.642,0.4425,26.522,0
60.4,1.17,5404.92,0.205,0.488,31.304,0
54.99,0.749,4309.05,0.865,0.6111,24.01,0
54.72,2.783,4341.84,1.425,0.5786,10.275,0
69.79,2.281,8078.46,1.11,0.6534,14.258,0
58.2,1.065,4625.85,1.015,0.5889,28.25,0
55.94,2.483,4085.95,2.058,0.7899,16.892,0
48.5,1.368,2039.94,0.801,0.6064,0.711,0
50.57,2.551,2027.57,0.708,0.3358,13.619,0
44.79,1.232,440.57,1.06,0.821,29.186,1
50.01,2.318,2398.53,1.293,0.4417,12.54,0
70.83,0.996,8101.82,1.4,0.1858,80.963,0
46.98,1.919,1892.68,0.775,0.2311,4.818,0
70.44,1.617,8409.93,0.601,0.6296,1.495,0
60.97,2.661,5533.48,0.241,0.2409,24.911,0
48.96,1.28,2268.82,2.012,0.2929,3.222,0
43.72,2.623,919.88,0.819,0.5296,14.32,0
46.79,2.418,676.15,0.207,0.3177,27.145,0
65.44,2.655,6773.18,2.13,0.2294,10.803,0
46.13,1.41,1120.09,0.444,0.6176,5.871,0
42.72,2.251,799.45,0.906,0.4215,3.777,0
69.72,1.813,8037.5,2.139,0.6865,87.188,0
44.51,1.089,1463.25,1.244,0.6327,3.886,0
71.54,1.084,8425.35,0.979,0.6797,1.968,0
56.3,2.311,4404.33,0.625,0.2831,18.265,0
65.08,2.782,6597.09,0.654,0.6099,43.929,0
56.44,2.204,4252.75,0.975,0.5998,3.997,0
43.48,1.124,452.5,2.175,0.8037,18.831,0
54.6,2.378,3590.48,2.139,0.7534,1.603,0
65.86,0.503,7181.39,0.472,0.496,100.007,0
62.83,1.086,6197.59,1.45,0.1727,32.457,0
50.82,0.963,2763.36,1.917,0.1884,6.425,0
72.76,0.556,8198.26,0.717,0.4157,2.99,0
51.94,1.581,2955.51,0.35,0.3659,6.416,0
43.27,2.751,290.95,0.856,0.6483,36.656,1
67.86,1.143,7923.85,0.39,0.3349,7.311,0
67.06,0.675,7562.63,0.625,0.7103,4.74,0
51.3,1.607,2422.73,1.919,0.7181,14.331,0
58.05,1.995,4949.84,0.794,0.5367,6.357,0
68.68,2.589,7620.74,1.04,0.6105,5.641,0
43.53,0.379,537.25,2.098,0.5618,2.034,0
55.26,1.609,4106.61,0.729,0.5636,14.826,0
65.92,0.413,6770.5,0.537,0.6039,15.15,0
67.68,0.768,7380.21,1.616,0.2686,56.76,0
67.58,1.525,7356.13,2.179,0.1537,13.323,0
50.96,0.688,2395.84,1.295,0.1916,4.266,0
59.96,0.7,5701.81,1.256,0.391,9.331,0
60.56,0.847,5062.47,1.912,0.2373,9.812,0
60.89,1.494,5546.04,2.156,0.4339,3.819,0
50.32,1.866,2224.66,0.44,0.6197,2.557,0
44.08,2.795,437.73,1.69,0.6619,20.74,0
46.86,1.694,1216.88,1.504,0.6521,31.892,0
45.73,0.478,215.58,0.613,0.2511,23.193,0
66.17,1.269,6699.02,1.519,0.6262,10.547,0
47.49,1.851,1793.01,0.614,0.3972,36.717,0
66.85,2.668,7308.15,1.075,0.3265,10.222,0
45.83,2.232,1432.28,1.867,0.6738,13.373,0
49.1,0.937,1812.25,0.554,0.6883,11.538,0
65.4,0.37,6506.12,1.109,0.3622,4.572,0
49.76,2.705,1787.76,0.739,0.4862,10.377,0
44.54,2.231,1221.29,1.49,0.4192,77.482,1
58.15,0.896,4734.67,0.942,0.3284,1.873,0
67.17,1.543,7340.82,0.82,0.4326,1.171,0
72.5,0.855,8140.09,0.689,0.8204,48.223,0
69.11,1.693,7289.14,2.049,0.7953,17.776,0
74.12,1.051,8310.59,1.579,0.5377,15.106,0
42.46,0.703,112.27,0.417,0.3644,26.003,0
50.27,1.835,2209.81,1.54,0.8225,14.992,0
51.34,1.188,3097.86,1.449,0.7732,7.067,0
66.31,1.584,7305.49,1.186,0.4516,14.878,0
64.21,0.468,5893.73,1.992,0.3119,36.253,0
44.98,0.389,1821.66,1.562,0.8331,10.478,0
48.42,2.119,1240.06,0.637,0.2178,5.334,0
66.23,1.872,7812.91,1.98,0.7752,1.767,0
71.5,1.791,7857.96,0.387,0.3252,16.418,0
65.12,1.438,6369.91,0.754,0.2669,25.489,0
63.44,2.608,6220.78,1.179,0.8446,28.589,0
69.59,0.796,7554.73,1.351,0.1501,21.456,0
70.66,2.159,7951.1,1.313,0.265,24.171,0
69.58,0.701,8337.92,1.845,0.314,0.833,0
46.85,2.351,1606.89,0.595,0.3565,1.138,0
55.34,2.087,3875.52,1.648,0.4066,25.434,0
64.52,2.37,6493.18,1.064,0.6315,32.283,0
46.5,0.291,1436.18,0.55,0.74,9.816,0
45.35,0.61,812.55,0.346,0.4405,10.265,0
63.87,2.056,5977.38,1.968,0.5216,41.612,0
61.39,2.701,5070.14,1.371,0.381,10.861,0
65.25,0.761,7061.71,1.098,0.2705,32.618,0
54.45,1.021,3838.64,1.413,0.7983,28.818,0
67.25,2.209,7119.24,1.13,0.2137,15.675,0
66.72,0.53,6791.46,0.308,0.6659,13.727,0
66.43,1.889,7300.28,1.625,0.7217,0.977,0
47.19,2.477,1610.26,1.798,0.3183,0.938,0
67.13,1.601,7309.75,0.367,0.5176,1.768,0
49.9,1.627,2293.58,1.856,0.1808,12.138,0
68.34,2.017,7138.37,0.379,0.2535,10.512,0
56.39,1.848,3645.83,0.36,0.6821,11.121,0
63.47,0.286,5823.25,0.223,0.1691,19.679,0
43.01,2.305,303.34,0.261,0.3757,25.506,0
65.68,0.695,6886.97,2.106,0.2188,27.555,0
57.94,1.166,4627.86,1.775,0.6739,16.714,0
64.53,1.948,6141.49,1.789,0.5028,6.161,0
50.86,0.614,2553.96,1.292,0.2536,19.855,0
57.89,2.197,4636.11,0.501,0.727,6.139,0
62.05,0.31,5321.9,0.959,0.1783,10.267,0
43.05,0.879,320.51,0.691,0.3917,7.52,0
52.92,1.541,3136.32,1.26,0.4336,14.901,0
49.84,0.792,2080.73,0.843,0.6129,8.209,0
67.27,2.241,7001.26,0.951,0.1793,22.55,0
61.5,1.266,5350.14,1.912,0.5408,17.326,0
65.74,0.244,6706.8,1.449,0.5954,50.225,0
69.71,0.896,7867.0,0.294,0.2357,8.947,0
67.3,0.523,7113.15,1.312,0.5205,0.09,0
60.61,0.661,5354.86,2.097,0.4989,48.1,0
59.87,1.183,4431.57,1.728,0.5198,1.194,0
50.47,2.011,2349.52,1.438,0.3566,3.373,0
59.51,1.941,4899.93,1.661,0.4353,3.108,0
47.82,1.157,2138.82,1.65,0.5198,4.331,0
52.37,2.224,2700.51,0.364,0.7614,31.071,0
52.11,1.122,2549.65,1.701,0.6804,36.215,0
43.46,1.249,455.48,0.658,0.623,7.477,0
61.61,2.57,5838.74,0.247,0.2092,8.526,0
57.36,0.927,3554.01,0.781,0.553,30.346,0
59.0,2.1,4343.82,0.937,0.5393,12.512,0
46.58,2.754,1599.02,0.863,0.8307,11.282,0
68.5,0.298,7086.73,1.574,0.1903,34.508,0
50.06,2.583,2106.06,0.618,0.6855,7.895,0
66.66,2.043,7059.61,0.989,0.3053,2.744,0
46.4,0.446,958.28,1.4,0.5183,22.994,0
63.92,0.716,6713.93,1.387,0.5916,3.971,0
48.27,1.253,1920.97,0.846,0.308,38.526,0
66.98,2.587,7280.43,1.424,0.5034,25.568,0
49.02,1.212,2850.5,1.123,0.5005,9.412,0
60.26,0.228,4741.42,0.57,0.7242,106.217,0
41.31,0.478,346.95,1.757,0.2284,2.463,0
60.71,1.181,5116.45,1.145,0.642,5.515,0
50.28,2.745,2482.65,0.439,0.6573,9.666,0
41.84,1.157,125.82,1.784,0.2437,1.074,0
50.93,0.384,2714.31,0.446,0.5182,26.601,0
49.95,1.232,2509.42,1.155,0.7366,15.898,0
64.38,1.259,6454.78,0.541,0.6561,51.128,0
59.71,1.373,5195.17,0.87,0.4428,1.742,0
69.79,2.008,7943.73,1.915,0.3558,13.199,0
54.28,1.839,3520.88,1.756,0.3862,12.204,0
51.72,1.332,3422.17,1.781,0.1825,21.297,0
47.22,0.247,1078.71,0.284,0.2851,83.364,1
59.16,0.728,4470.16,0.981,0.7692,1.666,0
68.65,1.385,7418.38,0.841,0.6716,1.895,0
47.63,0.768,1574.27,1.995,0.3991,30.608,0
57.95,1.462,4376.24,1.895,0.4471,14.834,0
70.31,1.815,7680.31,2.168,0.732,6.175,0
71.43,1.642,8190.28,1.788,0.8396,27.274,0
53.1,0.817,2977.92,1.926,0.7889,24.017,0
57.2,1.877,4540.31,1.429,0.2369,1.946,0
53.7,1.997,3212.73,0.236,0.7256,12.745,0
71.17,0.952,8442.8,1.348,0.8045,22.573,0
55.46,0.864,3906.11,1.815,0.432,16.397,0
60.36,1.824,4911.41,1.816,0.7587,19.248,0
66.32,1.869,7074.37,1.719,0.6722,20.281,0
65.04,1.558,6493.11,0.49,0.6985,15.584,0
60.66,1.679,5448.93,0.494,0.5457,6.277,0
66.24,2.26,6587.32,1.914,0.8173,39.819,0
44.52,2.382,1010.18,1.814,0.3061,27.298,0
63.77,2.698,6620.66,0.31,0.5856,0.418,0
59.41,0.603,4786.43,1.48,0.47,9.734,0
68.1,0.761,7589.5,1.323,0.8463,4.66,0
59.61,1.047,5196.54,1.525,0.7855,18.907,0
67.02,1.659,7647.58,0.235,0.7231,6.031,0
42.22,1.096,125.81,1.015,0.6145,71.915,1
67.7,0.278,7678.89,1.809,0.6989,9.383,0
64.27,1.616,6510.08,0.493,0.6126,1.767,0
57.55,1.839,4725.16,2.047,0.3016,14.851,0
65.64,0.455,6893.43,1.861,0.7676,26.182,0
65.66,2.602,6880.75,0.44,0.7403,27.028,0
55.07,0.587,3448.83,1.375,0.6912,34.12,0
52.24,2.365,2383.97,0.528,0.6766,0.018,0
60.58,1.536,5708.82,1.401,0.7851,8.876,0
74.19,1.207,8486.93,0.604,0.2068,3.867,0
62.58,2.341,5239.87,1.847,0.1678,52.32,0
55.01,0.408,3251.61,1.46,0.2012,24.091,0
44.54,1.26,556.32,0.554,0.5907,3.925,0
58.32,0.573,4992.68,1.66,0.3044,5.908,0
43.28,1.488,241.27,1.085,0.3471,3.188,0
62.73,1.248,6100.25,1.926,0.62,16.328,0
52.69,1.644,2994.22,0.384,0.7607,23.237,0
69.04,2.753,7038.45,1.331,0.8027,1.244,0
63.95,0.259,6633.01,2.073,0.6222,5.488,0
71.3,0.432,8250.49,0.465,0.802,7.974,0
70.96,0.727,7917.13,2.032,0.4309,11.333,0
68.82,2.79,7888.2,2.015,0.6246,1.473,0
47.33,1.188,1472.42,0.638,0.4453,31.391,0
70.59,1.62,8328.17,2.153,0.4132,3.802,0
56.73,2.518,3858.91,1.29,0.365,16.161,0
64.47,0.324,6198.29,1.928,0.3558,0.791,0
67.76,1.321,6966.68,0.77,0.187,10.818,0
63.0,1.589,5829.21,2.055,0.7835,24.311,0
55.99,1.535,4297.13,2.03,0.2026,32.319,0
62.97,1.731,5468.12,1.855,0.2216,3.868,0
55.86,2.732,4463.17,0.543,0.5323,23.874,0
56.6,0.808,4226.97,1.052,0.7284,37.392,0
56.58,2.479,4630.62,1.896,0.2741,20.596,0
52.56,2.151,2774.91,2.12,0.166,27.719,0
59.81,2.07,5044.34,1.057,0.6265,93.549,0
55.31,2.639,3910.02,0.672,0.4336,27.245,0
45.5,2.26,1330.97,0.93,0.1516,14.002,0
45.24,1.836,808.56,0.856,0.2615,87.252,1
61.67,1.915,5801.48,0.23,0.3845,80.971,0
69.43,0.591,7971.29,0.346,0.6059,49.782,0
43.36,1.684,711.13,0.855,0.4286,10.983,0
61.37,2.209,5091.04,0.737,0.451,16.901,0
51.23,1.621,2525.95,0.232,0.2608,40.091,0
43.31,1.773,417.42,1.659,0.6136,14.067,0
71.29,1.755,8290.08,1.583,0.5052,6.212,0
46.98,2.112,1191.9,1.224,0.5907,18.757,0
49.95,1.375,2481.95,1.291,0.4705,29.918,0
68.75,1.128,7768.52,0.558,0.7766,9.245,0
52.61,0.71,3380.17,1.738,0.6097,0.478,0
60.12,2.705,5270.9,0.327,0.5895,65.254,0
58.96,1.584,4257.15,0.969,0.2549,17.59,0
